Source,Target
Farrukh Dustov,Nikoloz Basilashvili
Matteo Viola,Jan Mertl
Bjorn Fratangelo,John Patrick Smith
Jimmy Wang,Adrian Menendez Maceiras
Joshua Milton,Michael Berrer
Aslan Karatsev,Dustin Brown
Guido Andreozzi,Andrea Arnaboldi
Mathias Bourgue,Yannick Mertens
Jason Kubler,Aleksandr Nedovyesov
Andrey Rublev,Ivan Dodig
Gastao Elias,Horacio Zeballos
Tristan Lamasine,John Millman
Marco Chiudinelli,Enzo Couacaud
Saketh Myneni,Kenny De Schepper
Jurgen Zopp,Stephane Robert
Edouard Roger Vasselin,Vincent Millot
Andreas Beck,Alejandro Falla
Guido Pella,Elias Ymer
Matteo Donati,Hiroki Moriya
Luca Vanni,Luke Saville
Paul Henri Mathieu,Igor Sijsling
Inigo Cervantes Huegun,Pierre Hugues Herbert
Daniel Evans,Yuichi Sugita
Marton Fucsovics,Nikoloz Basilashvili
Jan Mertl,John Patrick Smith
Adrian Menendez Maceiras,Michael Berrer
Andrea Arnaboldi,Dustin Brown
Yannick Mertens,Aleksandr Nedovyesov
Ivan Dodig,Horacio Zeballos
Enzo Couacaud,John Millman
Stephane Robert,Kenny De Schepper
Thiemo De Bakker,Juan Ignacio Londero
Bastian Trinker,Ivan Endara
Marcelo Demoliner,Christian Garin
Thiago Monteiro,Andre Ghem
Oliver Marach,Jason Kubler
Ryusei Makiguchi,Guilherme Clezar
Pedro Sakamoto,Nicolas Jarry
Mauricio Echazu,Fabiano De Paula
Hugo Dellien,Adrian Ungur
Sergio Galdos,Renzo Olivo
Enrico Becuzzi,Christian Lindell
Elias Ymer,Inigo Cervantes Huegun
Miguel Angel Reyes Varela,Gerald Melzer
Pedro Bernardi,Johan Brunstrom
Nicholas Monroe,Gonzalo Lama
Andrea Collarini,Roberto Carballes Baena
Ivan Endara,Juan Ignacio Londero
Christian Garin,Andre Ghem
Jason Kubler,Guilherme Clezar
Fabiano De Paula,Nicolas Jarry
Adrian Ungur,Renzo Olivo
Inigo Cervantes Huegun,Christian Lindell
Johan Brunstrom,Gerald Melzer
Gonzalo Lama,Roberto Carballes Baena
Juan Ignacio Londero,Andre Ghem
Guilherme Clezar,Nicolas Jarry
Christian Lindell,Renzo Olivo
Roberto Carballes Baena,Gerald Melzer
Isade Juneau,Nicolas Mahut
Blaz Rola,Ernests Gulbis
Thanasi Kokkinakis,Pierre Hugues Herbert
John Patrick Smith,Mikhail Youzhny
Dudi Sela,Alexandr Dolgopolov
James Ward,Alejandro Falla
Edouard Roger Vasselin,Donald Young
Peter Polansky,Rajeev Ram
David Volfson,Yen Hsun Lu
Ruben Bemelmans,Brayden Schnur
Kelsey Stevenson,Hyeon Chung
Tim Smyczek,Alejandro Gonzalez
Ryan Harrison,Denis Kudla
Illya Marchenko,James Duckworth
Nicolas Mahut,Ernests Gulbis
Pierre Hugues Herbert,Mikhail Youzhny
Alejandro Falla,Alexandr Dolgopolov
Rajeev Ram,Donald Young
Brayden Schnur,Yen Hsun Lu
Alejandro Gonzalez,Hyeon Chung
James Duckworth,Denis Kudla
Congsup Congcar,Yuichi Sugita
Shuichi Sekiguchi,Andre Begemann
Edward Bourchier,Harry Bourchier
Matias Castro,Matteo Donati
Syed Mohd Agil Syed Naguib,Luca Vanni
Roy Hobbs,Santiago Gonzalez
Kelsey Stevenson,Takao Suzuki
Christian Oliver Lee,Yasutaka Uchiyama
Yoshihito Nishioka,Philipp Petzschner
Woong Sun Jun,Mischa Zverev
Jonathan Eysseric,Artem Sitak
Cheong Eui Kim,Thomas Fabbiano
Christopher Rungkat,Michal Przysiezny
Zach Itzstein,Ahmed Deedat Abdul Razak
Muhd Ashaari Bin Zinal Abidin,Ilya Vasilyev
Austin Karosi,Daniel Nguyen
Andre Begemann,Yuichi Sugita
Harry Bourchier,Matteo Donati
Santiago Gonzalez,Luca Vanni
Takao Suzuki,Yasutaka Uchiyama
Philipp Petzschner,Mischa Zverev
Thomas Fabbiano,Artem Sitak
Ahmed Deedat Abdul Razak,Michal Przysiezny
Ilya Vasilyev,Daniel Nguyen
Matteo Donati,Yuichi Sugita
Luca Vanni,Yasutaka Uchiyama
Artem Sitak,Mischa Zverev
Daniel Nguyen,Michal Przysiezny
Alexandre Massa,Maxime Teixeira
Alexander Bublik,Guillermo Duran
Marcus Daniell,Yannik Reuter
Gabriel Petit,Daniil Medvedev
Andre Sa,Mate Pavic
Chieh Fu Wang,Philip Davydenko
Louis Tessa,Eric Butorac
Gianluca Mager,Michael Venus
Maxime Teixeira,Samuel Groth
Guillermo Duran,Quentin Halys
Yannik Reuter,Ruben Bemelmans
Daniil Medvedev,Francis Tiafoe
Mate Pavic,Gianni Mina
Bastian Trinker,Philip Davydenko
Eric Butorac,Ante Pavic
Fabrice Martin,Michael Venus
Quentin Halys,Samuel Groth
Francis Tiafoe,Ruben Bemelmans
Philip Davydenko,Gianni Mina
Ante Pavic,Michael Venus
Jan Lennard Struff,Michael Berrer
Nikoloz Basilashvili,Nicolas Mahut
Guy Den Heijer,Andrey Kuznetsov
Niels Lootsma,Tobias Kamke
Andrey Golubev,Norbert Gombos
Marsel Ilhan,Edouard Roger Vasselin
Jelle Sels,Jurgen Melzer
Matthias Bachinger,Paul Henri Mathieu
Michael Berrer,Nicolas Mahut
Tobias Kamke,Andrey Kuznetsov
Norbert Gombos,Edouard Roger Vasselin
Jurgen Melzer,Paul Henri Mathieu
Artem Smirnov,Borna Coric
Gastao Elias,Bjorn Fratangelo
Go Soeda,Alex Bolt
Alejandro Falla,James Mcgee
Danai Udomchoke,Jurgen Melzer
Alexander Zverev,Michael Russell
Damir Dzumhur,Frank Dancevic
Marco Cecchinato,Philipp Petzschner
Jason Jung,Daniel Gimeno Traver
Aljaz Bedene,Dennis Novikov
Tobias Kamke,Nikoloz Basilashvili
Alex Kuznetsov,Victor Hanescu
Farrukh Dustov,Mackenzie Mcdonald
Taro Daniel,Michael Berrer
John Patrick Smith,Filip Krajinovic
Lukasz Kubot,Luke Saville
Jared Donaldson,James Duckworth
Marco Trungelliti,Rajeev Ram
Paul Henri Mathieu,Yannick Hanfmann
Guido Andreozzi,Edouard Roger Vasselin
Mitchell Krueger,James Ward
Yoshihito Nishioka,Mischa Zverev
Dudi Sela,Taylor Harry Fritz
Emilio Gomez,Thiemo De Bakker
Bjorn Fratangelo,Borna Coric
James Mcgee,Alex Bolt
Michael Russell,Jurgen Melzer
Philipp Petzschner,Frank Dancevic
Daniel Gimeno Traver,Dennis Novikov
Nikoloz Basilashvili,Victor Hanescu
Mackenzie Mcdonald,Michael Berrer
Luke Saville,Filip Krajinovic
Rajeev Ram,James Duckworth
Yannick Hanfmann,Edouard Roger Vasselin
James Ward,Mischa Zverev
Taylor Harry Fritz,Thiemo De Bakker
Joao Souza,Alexander Zverev
Gianluigi Quinzi,Thiemo De Bakker
Tatsuma Ito,Michael Berrer
Horacio Zeballos,Kenny De Schepper
Gerald Melzer,Benoit Paire
Michael Mmoh,Alejandro Falla
Marco Cecchinato,Steve Darcis
Nicolas Mahut,Norbert Gombos
Yoshihito Nishioka,Damir Dzumhur
Luca Vanni,Mate Delic
Luke Saville,Alejandro Gonzalez
Victor Hanescu,James Duckworth
Daniel Gimeno Traver,Elias Ymer
Paul Henri Mathieu,Austin Krajicek
Denis Kudla,Lukas Lacko
Facundo Arguello,Robin Haase
Tobias Kamke,Adrian Menendez Maceiras
Facundo Bagnis,Taro Daniel
Maximo Gonzalez,Edouard Roger Vasselin
James Ward,Chase Buchanan
Rajeev Ram,Dustin Brown
Andreas Beck,Ruben Bemelmans
Alex Bolt,Filip Krajinovic
Aljaz Bedene,Omar Jasika
Thiemo De Bakker,Alexander Zverev
Kenny De Schepper,Michael Berrer
Benoit Paire,Alejandro Falla
Norbert Gombos,Steve Darcis
Mate Delic,Damir Dzumhur
Alejandro Gonzalez,James Duckworth
Elias Ymer,Austin Krajicek
Lukas Lacko,Robin Haase
Taro Daniel,Adrian Menendez Maceiras
Chase Buchanan,Edouard Roger Vasselin
Dustin Brown,Ruben Bemelmans
Omar Jasika,Filip Krajinovic
Francis Tiafoe,Filip Krajinovic
Artem Smirnov,Takanyi Garanganga
Guido Andreozzi,Alex Kuznetsov
Chase Buchanan,Ryan Harrison
Eric Quigley,Adrian Menendez Maceiras
Agustin Velotti,Marcos Giron
Dennis Novikov,Chuhan Wang
Eduardo Struvay,Austin Krajicek
Daniel Nguyen,Denis Kudla
Jarryd Woog,Danai Udomchoke
Nicolaas Scholtz,Robby Ginepri
Mischa Zverev,Michael Russell
John Patrick Smith,Victor Hanescu
Dimitar Kutrovsky,Michael Mmoh
Michael Venus,Liam Broady
Fritz Wolmarans,Thanasi Kokkinakis
Takanyi Garanganga,Filip Krajinovic
Alex Kuznetsov,Ryan Harrison
Adrian Menendez Maceiras,Marcos Giron
Chuhan Wang,Austin Krajicek
Danai Udomchoke,Denis Kudla
Michael Russell,Robby Ginepri
Michael Mmoh,Victor Hanescu
Liam Broady,Thanasi Kokkinakis
Filip Krajinovic,Ryan Harrison
Marcos Giron,Austin Krajicek
Robby Ginepri,Denis Kudla
Victor Hanescu,Thanasi Kokkinakis
Blake Mott,Tobias Kamke
Harry Bourchier,Frank Dancevic
Alex Kuznetsov,Lukasz Kubot
Lucas Pouille,Yasutaka Uchiyama
Maverick Banes,Viktor Troicki
Michal Przysiezny,Miloslav Mecir
Antonio Veic,Taro Daniel
Dane Propoggia,Denis Kudla
Jozef Kovalik,Marsel Ilhan
Roberto Marcora,Jan Mertl
Andrea Arnaboldi,Marius Copil
Robby Ginepri,Tim Smyczek
Alexander Zverev,Pierre Hugues Herbert
Jan Hernych,Rhyne Williams
Hans Podlipnik Castillo,Matt Reid
Enrique Lopez Perez,Norbert Gombos
Tobias Kamke,Frank Dancevic
Yasutaka Uchiyama,Lukasz Kubot
Miloslav Mecir,Viktor Troicki
Taro Daniel,Denis Kudla
Jan Mertl,Marsel Ilhan
Tim Smyczek,Marius Copil
Pierre Hugues Herbert,Rhyne Williams
Norbert Gombos,Matt Reid
Frank Dancevic,Lukasz Kubot
Viktor Troicki,Denis Kudla
Marsel Ilhan,Marius Copil
Matt Reid,Rhyne Williams
Jonathan Eysseric,Joao Souza
Luke Saville,Edouard Roger Vasselin
Roberto Marcora,Tobias Kamke
Gonzalo Lama,Igor Sijsling
Hans Podlipnik Castillo,Teymuraz Gabashvili
Horacio Zeballos,James Mcgee
Jacob Grills,Ze Zhang
Matt Reid,Jarkko Nieminen
Christopher Oconnell,Mikhail Kukushkin
Blaz Kavcic,Denis Kudla
Andrea Arnaboldi,John Patrick Smith
Niels Desein,Andrey Golubev
Simon Ede,Stefano Travaglia
Blake Mott,Yuichi Sugita
Enrique Lopez Perez,Viktor Troicki
Paul Henri Mathieu,Nicolas Jarry
Edouard Roger Vasselin,Joao Souza
Tobias Kamke,Igor Sijsling
James Mcgee,Teymuraz Gabashvili
Ze Zhang,Jarkko Nieminen
Denis Kudla,Mikhail Kukushkin
Andrey Golubev,John Patrick Smith
Yuichi Sugita,Stefano Travaglia
Nicolas Jarry,Viktor Troicki
Joao Souza,Igor Sijsling
Teymuraz Gabashvili,Jarkko Nieminen
John Patrick Smith,Mikhail Kukushkin
Stefano Travaglia,Viktor Troicki
Alejandro Mendoza,Colin Fleming
Juan Jose Mateus Rubiano,Juan Sebastian Gomez
Daniel Mora,Eduardo Struvay
Rodrigo Echavarria,Juan Montes
Camilo Andres Erazo,Michael Quintero
Mateo Andres Ruiz Naranjo,Facundo Mena
Felipe Rojas,Alejandro Gomez GB42
Matwe Middelkoop,Carlos Salamanca
Manuel Sanchez,Juan Ignacio Londero
Ricardo Pabon,Marco Chiudinelli
Jesus Francisco Felix,Marcelo Demoliner
Wesley Koolhof,Chris Guccione
Jose Daniel Bendeck,Kevin King
Colin Fleming,Matthew Ebden
Eduardo Struvay,Juan Sebastian Gomez
Juan Montes,Alexander Sarkissian
Michael Quintero,Facundo Mena
Andres Molteni,Alejandro Gomez GB42
Carlos Salamanca,Juan Ignacio Londero
Marco Chiudinelli,Marcelo Demoliner
Chris Guccione,Kevin King
Juan Sebastian Gomez,Matthew Ebden
Facundo Mena,Alexander Sarkissian
Juan Ignacio Londero,Alejandro Gomez GB42
Kevin King,Marcelo Demoliner
Hyeon Chung,Nicholas Monroe
Max De Vroome,Aisam Ul Haq Qureshi
Greg Ouellette,Henrique Cunha
Adrian Menendez Maceiras,Illya Marchenko
Lucas Pouille,Marco Chiudinelli
Alexander Mannapov,Thiemo De Bakker
Alex Kuznetsov,Pierre Hugues Herbert
Austin Krajicek,Thomas Schoorel
Boy Westerhof,Ruben Bemelmans
Nicolas Jarry,Kenny De Schepper
Artem Sitak,Jurgen Zopp
Oliver Marach,Nicolas Mahut
Jelle Sels,Tatsuma Ito
Tom Schonenberg,Matt Reid
Jordan Thompson,Jan Hernych
Sebastian Lavie,Paul Henri Mathieu
Nicholas Monroe,Aisam Ul Haq Qureshi
Henrique Cunha,Illya Marchenko
Thiemo De Bakker,Marco Chiudinelli
Thomas Schoorel,Pierre Hugues Herbert
Ruben Bemelmans,Kenny De Schepper
Jurgen Zopp,Nicolas Mahut
Matt Reid,Tatsuma Ito
Paul Henri Mathieu,Jan Hernych
Aisam Ul Haq Qureshi,Illya Marchenko
Pierre Hugues Herbert,Marco Chiudinelli
Kenny De Schepper,Nicolas Mahut
Jan Hernych,Tatsuma Ito
Matthias Bachinger,Vasek Pospisil
Austin Krajicek,Ricardas Berankis
Benoit Paire,Tim Puetz
Janko Tipsarevic,Alejandro Falla
Filip Krajinovic,Jarkko Nieminen
Ryan Harrison,Tatsuma Ito
Peter Gojowczyk,Lukas Lacko
Ruben Bemelmans,Jurgen Melzer
Vasek Pospisil,Ricardas Berankis
Tim Puetz,Alejandro Falla
Tatsuma Ito,Jarkko Nieminen
Jurgen Melzer,Lukas Lacko
Jurgen Melzer,Laslo Djere
Omar Awadhy,Lucas Pouille
Daniel Munoz De La Nava,Borna Coric
Evgeny Donskoy,Fabrice Martin
Michael Lammer,Marsel Ilhan
Edouard Roger Vasselin,Jan Hernych
Hamad Abbas Janahi,James Ward
Nikoloz Basilashvili,Marius Copil
Laslo Djere,Lucas Pouille
Borna Coric,Fabrice Martin
Jan Hernych,Marsel Ilhan
Marius Copil,James Ward
Matteo Donati,Paul Henri Mathieu
Ti Chen,Tobias Kamke
Enzo Couacaud,Andrey Golubev
Giovanni Lapentti,Alejandro Falla
Horacio Zeballos,Alexander Zverev
Maxime Authom,Nils Langer
Luke Saville,Karen Khachanov
Matteo Viola,Ivan Dodig
Andreas Beck,Guido Pella
Liang Chi Huang,Noah Rubin
Laslo Djere,Mathias Bourgue
Somdev Devvarman,Norbert Gombos
Tatsuma Ito,Aslan Karatsev
Alexander Sarkissian,Jan Mertl
Adam Pavlasek,Nicolas Kicker
Farrukh Dustov,Michael Berrer
Oriol Roca Batalla,Nikoloz Basilashvili
Niels Desein,Mitchell Krueger
Maxime Hamou,Germain Gigounon
Facundo Arguello,Thomas Fabbiano
Peter Polansky,Kyle Edmund
Stefan Kozlov,Guido Andreozzi
Philip Bester,Daniel Nguyen
Yuki Bhambri,Yoshihito Nishioka
Ante Pavic,Kimmer Coppejans
Christian Lindell,Reilly Opelka
Nicolas Jarry,Alexander Kudryavtsev
Jaroslav Pospisil,Jurgen Melzer
Dusan Lajovic,Brydan Klein
Ze Zhang,Tristan Lamasine
Gastao Elias,Dennis Novikov
Michael Mmoh,Matthew Ebden
Renzo Olivo,Taro Daniel
Calvin Hemery,Mirza Basic
Jason Jung,Uladzimir Ignatik
Thiemo De Bakker,Evgeny Donskoy
Go Soeda,Andrey Rublev
Gerald Melzer,Yuichi Sugita
Yasutaka Uchiyama,Peter Gojowczyk
Andre Ghem,Marton Fucsovics
Liam Broady,Inigo Cervantes Huegun
Gianluca Naso,Marco Chiudinelli
Jonathan Eysseric,Jose Hernandez
Blaz Rola,Tommy Paul
Igor Sijsling,Nicolas Almagro
Amir Weintraub,Guilherme Clezar
Aldin Setkic,Vincent Millot
Jesse Witten,John Patrick Smith
Saketh Myneni,Jan Lennard Struff
Jan Satral,Elias Ymer
Tomislav Brkic,Michal Przysiezny
Jordi Samper Montana,Albert Montanes
Matthias Bachinger,Konstantin Kravchuk
Darian King,Jurgen Zopp
Jarmere Jenkins,Maximo Gonzalez
Taylor Harry Fritz,Luca Vanni
Marcos Giron,Alejandro Gonzalez
Edouard Roger Vasselin,Marius Copil
Pedro Sousa,Ramkumar Ramanathan
Jason Kubler,Facundo Bagnis
Hiroki Moriya,Illya Marchenko
Jozef Kovalik,David Guez
Yannick Mertens,Andrea Arnaboldi
Dzmitry Zhyrmont,Adrian Menendez Maceiras
Tobias Kamke,Paul Henri Mathieu
Andrey Golubev,Alejandro Falla
Nils Langer,Alexander Zverev
Karen Khachanov,Ivan Dodig
Noah Rubin,Guido Pella
Norbert Gombos,Mathias Bourgue
Jan Mertl,Aslan Karatsev
Nicolas Kicker,Michael Berrer
Mitchell Krueger,Nikoloz Basilashvili
Germain Gigounon,Thomas Fabbiano
Guido Andreozzi,Kyle Edmund
Daniel Nguyen,Yoshihito Nishioka
Reilly Opelka,Kimmer Coppejans
Alexander Kudryavtsev,Jurgen Melzer
Tristan Lamasine,Brydan Klein
Dennis Novikov,Matthew Ebden
Mirza Basic,Taro Daniel
Uladzimir Ignatik,Evgeny Donskoy
Yuichi Sugita,Andrey Rublev
Marton Fucsovics,Peter Gojowczyk
Inigo Cervantes Huegun,Marco Chiudinelli
Jose Hernandez,Tommy Paul
Nicolas Almagro,Guilherme Clezar
Vincent Millot,John Patrick Smith
Jan Lennard Struff,Elias Ymer
Michal Przysiezny,Albert Montanes
Jurgen Zopp,Konstantin Kravchuk
Luca Vanni,Maximo Gonzalez
Marius Copil,Alejandro Gonzalez
Ramkumar Ramanathan,Facundo Bagnis
David Guez,Illya Marchenko
Andrea Arnaboldi,Adrian Menendez Maceiras
Alejandro Falla,Paul Henri Mathieu
Ivan Dodig,Alexander Zverev
Mathias Bourgue,Guido Pella
Aslan Karatsev,Michael Berrer
Thomas Fabbiano,Nikoloz Basilashvili
Kyle Edmund,Yoshihito Nishioka
Kimmer Coppejans,Jurgen Melzer
Brydan Klein,Matthew Ebden
Taro Daniel,Evgeny Donskoy
Peter Gojowczyk,Andrey Rublev
Marco Chiudinelli,Tommy Paul
Guilherme Clezar,John Patrick Smith
Albert Montanes,Elias Ymer
Maximo Gonzalez,Konstantin Kravchuk
Facundo Bagnis,Alejandro Gonzalez
Adrian Menendez Maceiras,Illya Marchenko
Chung Hyo Woo,Fajing Sun
Long Chen,Takuto Niki
Zhuoyang Qiu,Michael Venus
Yecong He,Johan Sebastien Tatlot
Djordje Djokovic,Haitong Xia
Jia Cheng Zhu,Zhizhen Zhang
Oliver Marach,Sergey Betov
Fajing Sun,Takuto Niki
Mikhail Elgin,Matthew Ebden
Nicholas Alexander Reyes,Michael Venus
Haitong Xia,Johan Sebastien Tatlot
Luke Saville,Hiroki Moriya
Sergey Betov,Zhizhen Zhang
Fajing Sun,Takuto Niki
Michael Venus,Matthew Ebden
Johan Sebastien Tatlot,Hiroki Moriya
Sergey Betov,Zhizhen Zhang
Tobias Kamke,Lorenzo Giustino
Aldin Setkic,Bogdan Ionut Apostol
Laslo Djere,Daniel Cox
Costin Paval,Evgeny Donskoy
Philip Davydenko,Radu Albot
Bastian Trinker,Dragos Dima
Toni Androic,Vlad Victor Cornea
Jan Hernych,Thomas Fabbiano
Artem Sitak,Jurgen Zopp
Petru Alexandru Luncanu,Adam Pavlasek
Chris Guccione,Alexander Lazov
Uladzimir Ignatik,Gerald Melzer
Niels Desein,Pedja Krstin
Andrei Patrui,Nikola Mektic
Tudor Sulea,Vasile Antonescu
Luca George Tatomir,Adrian Ungur
Bogdan Ionut Apostol,Lorenzo Giustino
Daniel Cox,Evgeny Donskoy
Radu Albot,Dragos Dima
Vlad Victor Cornea,Thomas Fabbiano
Adam Pavlasek,Jurgen Zopp
Alexander Lazov,Gerald Melzer
Pedja Krstin,Nikola Mektic
Adrian Ungur,Vasile Antonescu
Evgeny Donskoy,Lorenzo Giustino
Dragos Dima,Thomas Fabbiano
Gerald Melzer,Jurgen Zopp
Vasile Antonescu,Nikola Mektic
Marco Chiudinelli,Kenny De Schepper
Jaume Munar,Yuichi Sugita
Miljan Zekic,Jan Lennard Struff
Mirza Basic,Jan Satral
Lenny Hampel,Michael Berrer
Riccardo Bellotti,Lucas Miedler
Ruben Bemelmans,Kenny De Schepper
Nikoloz Basilashvili,Yuichi Sugita
Jan Satral,Jan Lennard Struff
Michael Berrer,Lucas Miedler
Lucas Pouille,Simone Bolelli
Dusan Lajovic,Edouard Roger Vasselin
Luca Vanni,Yen Hsun Lu
Go Soeda,Denis Istomin
Tim Smyczek,Jared Donaldson
Marsel Ilhan,Tobias Kamke
Hyeon Chung,Paul Henri Mathieu
Steve Darcis,Brydan Klein
Edouard Roger Vasselin,Simone Bolelli
Denis Istomin,Yen Hsun Lu
Tobias Kamke,Jared Donaldson
Brydan Klein,Paul Henri Mathieu
Jose Pereira,Daniel Gimeno Traver
Andre Ghem,Filippo Volandri
Facundo Bagnis,Fabiano De Paula
Carlos Eduardo Severino,Marco Cecchinato
Thiago Monteiro,Thiemo De Bakker
Antonioni Fasano,Adrian Ungur
Andrea Collarini,Facundo Arguello
Guido Pella,Christian Lindell
Filippo Volandri,Daniel Gimeno Traver
Fabiano De Paula,Marco Cecchinato
Adrian Ungur,Thiemo De Bakker
Christian Lindell,Facundo Arguello
Mate Pavic,Matthew Ebden
Alexander Bury,Marco Chiudinelli
Greg Jones,Ryan Haviland
Michael Grant,Jason Jung
Colin Fleming,Brydan Klein
Nicholas S Hu,Matija Pecotic
Patrick Davidson,Harry Bourchier
Frederik Nielsen,Adrien Bossel
Gerardo Lopez Villasenor,Luke Saville
Tom Jomby,Andrew Whittington
Arthur Surreaux,Ante Pavic
Dmytro Kamynin,Alex Bolt
Matt Reid,Jan Hernych
Mark Philippoussis,Eric Quigley
Erik Crepaldi,Henrique Cunha
Alexander Sarkissian,Frank Moser
Marco Chiudinelli,Matthew Ebden
Ryan Haviland,Jason Jung
Matija Pecotic,Brydan Klein
Harry Bourchier,Adrien Bossel
Andrew Whittington,Luke Saville
Alex Bolt,Ante Pavic
Eric Quigley,Jan Hernych
Frank Moser,Henrique Cunha
Jason Jung,Matthew Ebden
Brydan Klein,Adrien Bossel
Luke Saville,Ante Pavic
Henrique Cunha,Jan Hernych
Facundo Bagnis,Victor Hanescu
Nikola Mektic,Maxime Teixeira
Loic Perret,Juan Ignacio Londero
Matteo Viola,Daniil Medvedev
Alexander Lazov,Horacio Zeballos
Fernando Romboli,Tomas Lipovsek Puches
Jessy Kalambay,Pedro Cachin
Ivo Klec,Laslo Djere
Kirill Dmitriev,Kenny De Schepper
Yann Marti,Antonio Veic
Luca Margaroli,Adrien Bossel
Giovanni Lapentti,Julian Reister
N Vijay Sundar Prashanth,Gerald Melzer
Michael Linzer,Calvin Hemery
Jacob Kahoun,Federico Gaio
Anton Zaitsev,Andrea Arnaboldi
Victor Hanescu,Maxime Teixeira
Juan Ignacio Londero,Daniil Medvedev
Tomas Lipovsek Puches,Horacio Zeballos
Laslo Djere,Pedro Cachin
Antonio Veic,Kenny De Schepper
Adrien Bossel,Julian Reister
Gerald Melzer,Calvin Hemery
Federico Gaio,Andrea Arnaboldi
Daniil Medvedev,Maxime Teixeira
Pedro Cachin,Horacio Zeballos
Kenny De Schepper,Julian Reister
Andrea Arnaboldi,Calvin Hemery
Marsel Ilhan,Jordan Thompson
Erik Crepaldi,Filip Krajinovic
James Marsalek,Mate Pavic
Dzmitry Zhyrmont,Go Soeda
Lukasz Kubot,Danai Udomchoke
Daniel Nguyen,Daniel Smethurst
Alex Bolt,Luke Bambridge
Brydan Klein,Ruben Bemelmans
Dusan Lajovic,Mischa Zverev
Marinko Matosevic,Grega Zemlja
Connor Smith,Dimitar Kutrovsky
Liam Broady,Blaz Rola
Adrien Bossel,Dudi Sela
Lucas Pouille,Daniel Brands
David Rice,Illya Marchenko
Frederik Nielsen,Lukas Lacko
Jordan Thompson,Filip Krajinovic
Mate Pavic,Go Soeda
Danai Udomchoke,Daniel Smethurst
Luke Bambridge,Ruben Bemelmans
Grega Zemlja,Mischa Zverev
Dimitar Kutrovsky,Blaz Rola
Daniel Brands,Dudi Sela
Illya Marchenko,Lukas Lacko
Filip Krajinovic,Go Soeda
Daniel Smethurst,Ruben Bemelmans
Blaz Rola,Mischa Zverev
Lukas Lacko,Dudi Sela
Lukas Jastraunig,Marek Michalicka
Stefan Merunka,Jaume Munar
Mikhail Ledovskikh,Marius Copil
Jannis Liniger,Albert Montanes
Michael Linzer,Victor Hanescu
Frantisek Cermak,Anton Zaitsev
Gibril Diarra,Kenny De Schepper
Jordi Samper Montana,Jan Lennard Struff
Pedro Cachin,Lenny Hampel
Alexander Erler,Lucas Miedler
Bastian Trinker,Jozef Kovalik
Norbert Gombos,Rogerio Dutra Silva
Francois Arthur Vibert,Pascal Brunner
Maximilian Neuchrist,Andre Sa
Viktor Galovic,Carlos Berlocq
Marek Michalicka,Paul Henri Mathieu
Marius Copil,Jaume Munar
Victor Hanescu,Albert Montanes
Anton Zaitsev,Kenny De Schepper
Lenny Hampel,Jan Lennard Struff
Lucas Miedler,Jozef Kovalik
Pascal Brunner,Rogerio Dutra Silva
Andre Sa,Carlos Berlocq
Jaume Munar,Paul Henri Mathieu
Albert Montanes,Kenny De Schepper
Jozef Kovalik,Jan Lennard Struff
Carlos Berlocq,Rogerio Dutra Silva
Miloslav Mecir,Damir Dzumhur
Fabiano De Paula,Tim Puetz
Andrej Martin,Marco Cecchinato
Rajeev Ram,Jarmere Jenkins
Nicolas Jarry,Jurgen Melzer
Antonio Veic,Daniel Munoz De La Nava
Matt Reid,Axel Michon
Inigo Cervantes Huegun,Steve Darcis
Pierre Hugues Herbert,Hyeon Chung
Ramkumar Ramanathan,Nils Langer
Guilherme Clezar,Jan Mertl
Benoit Paire,Elias Ymer
Kimmer Coppejans,Tim Smyczek
Jordi Samper Montana,Marc Polmans
Gavin Van Peperzeel,Maxime Authom
Pedja Krstin,Luca Vanni
Aldin Setkic,Andreas Beck
Jesse Huta Galung,Andrew Harris
Niels Desein,Radu Albot
Matthew Ebden,Matthias Bachinger
Nicolas Mahut,Jan Hernych
Andre Ghem,Adam Pavlasek
Yannick Mertens,Gerald Melzer
Frank Dancevic,Alex Kuznetsov
Guido Andreozzi,Aljaz Bedene
Aslan Karatsev,Tomislav Brkic
Jurgen Zopp,Michal Przysiezny
Enrique Lopez Perez,Bradley Klahn
Matteo Viola,Jimmy Wang
Thomas Fabbiano,Konstantin Kravchuk
Ryan Harrison,Wayne Odesnik
Louk Sorensen,Vincent Millot
Farrukh Dustov,Liam Broady
Maverick Banes,Jared Donaldson
Denys Molchanov,Michael Russell
Ti Chen,Thiemo De Bakker
Taro Daniel,Michael Berrer
Boy Westerhof,Ruben Bemelmans
Tsung Hua Yang,Enzo Couacaud
Robby Ginepri,Hiroki Moriya
Horacio Zeballos,Marius Copil
Marco Trungelliti,Philipp Petzschner
Mathias Bourgue,Omar Jasika
Alexander Zverev,John Patrick Smith
Norbert Gombos,James Mcgee
Brydan Klein,Dane Propoggia
Tristan Lamasine,Kyle Edmund
Somdev Devvarman,Austin Krajicek
Rhyne Williams,Alexander Kudryavtsev
Arthur De Greef,Blake Mott
Gianni Mina,Jozef Kovalik
Tennys Sandgren,Yuichi Sugita
Harry Bourchier,Aleksandr Nedovyesov
David Guez,Lukasz Kubot
Hans Podlipnik Castillo,Marton Fucsovics
Benjamin Mitchell,Illya Marchenko
Evgeny Donskoy,Yuki Bhambri
